,Protein_ID,Pfam_Families
3102,A0A0H2VDD9,PF00501
3103,F1NWE3,PF00041
3104,P55089,PF00473
3105,P62266,PF00164
3106,P43116,PF00001
3107,P13901,PF20758
3108,P35228,PF00667
3109,P56726,PF01534
3110,P06683,PF00057
3111,Q838D6,PF00282
3112,Q94KI8,PF00520
3113,I7FC10,PF00186
3114,Q53908,PF03992
3115,G0R7E2,PF00561
3116,Q9LVM1,PF00664
3117,Q4KCZ1,PF00550
3118,Q02246,PF00041
3119,Q8TDS4,PF00001
3120,P14780,PF00040
3121,O00481,PF22705
3122,A6T9H1,PF03070
3123,P19784,PF00069
3124,O34453,PF02898
3125,P21513,PF12111
3126,A0A6C0ZY47,PF00516
3127,Q6FNA9,PF01507
3128,A9LI60,PF00704
3129,Q980Q4,PF14681
3130,K7N5N3,PF00064
3131,P15879,PF03496
3132,K7N5N8,PF00064
3133,P32946,PF00135
3134,Q9KT38,PF00990
3135,P83410,PF00139
3136,Q92504,PF02535
3137,P07132,PF05059
3138,S2D3K4,PF01036
3139,Q9C6B8,PF03547
3140,X2JHN8,PF16451
3141,O60814,PF00125
3142,Q65751,PF05059
3143,C5DB94,PF10033
3144,Q8K424,PF00023
3145,Q71V39,PF22594
3146,Q04759,PF00130
3147,Q8JQF8,PF00740
3148,A0A0A2ACP7,PF01068
3149,P0A1B9,PF00006
3150,P07824,PF00491
3151,Q8W1R6,PF00139
3152,Q6MLN6,PF00027
3153,Q4FLC2,PF00497
3154,A0A1D5B395,PF00139
3155,A0A1D5B396,PF00139
3156,Q07075,PF11838
3157,A0A067XG71,PF00139
3158,O60229,PF13716
3159,Q2XU26,PF17440
3160,Q47PJ0,PF22590
3161,A0N7J2,PF07654
3162,Q9QZL0,PF00069
3163,P0C1D4,PF03742
3164,P05364,PF00144
3165,Q03656,PF00069
3166,Q14EB0,PF16451
3167,P01137,PF00019
3168,P0CG30,PF00043
3169,Q2EHL8,PF00005
3170,Q9YP62,PF00599
3171,P9WQN5,PF00004
3172,A0A2P0NE15,PF01542
3173,Q9HKL4,PF17989
3174,P20339,PF00071
3175,Q01973,PF01392
3176,O15533,PF07654
3177,P32249,PF00001
3178,A3XHN1,PF01966
3179,Q8TCU6,PF00610
3180,Q9SKB2,PF00560
3181,P22106,PF00733
3182,Q5SHB0,PF02464
3183,A8FFI9,PF00905
3184,Q5SK88,PF01053
3185,Q8I1R6,PF00186
3186,A0A0N9FF17,PF00516
3187,O87880,PF01813
3188,P43121,PF08205
3189,Q6XT21,PF00599
3190,Q8NJN3,PF16177
3191,A1ZAW0,PF00270
3192,Q99758,PF12698
3193,Q6IPQ0,PF07654
3194,D9N167,PF00199
3195,P26361,PF00664
3196,A0AA82WNX9,PF13307
3197,P42658,PF00930
3198,P04273,PF00377
3199,P06869,PF00051
3200,P0CF51,PF07654
3201,G5EF53,PF07533
3202,P58743,PF01740
3203,B5XU53,PF00204
3204,Q0HD60,PF00509
3205,C6KRM7,PF07679
3206,Q40322,PF01397
3207,A0A1C9J6A7,PF01397
3208,Q02153,PF00211
3209,Q94F62,PF00560
3210,Q1HG43,PF10204
3211,P05026,PF00287
3212,A0A2K2AMS7,PF01697
3213,Q2G0X7,PF09199
3214,P38561,PF00120
3215,P9WQ80,PF00202
3216,Q54276,PF00704
3217,P86325,PF00135
3218,P0DOX7,PF07654
3219,Q0KKI6,PF07654
3220,Q9I116,PF07715
3221,O41353,PF00602
3222,A0A4X1T8I3,PF01267
3223,A0A0M3PNA2,PF12697
3224,O43300,PF13855
3225,Q67A25,PF00407
3226,Q9QUN7,PF13516
3227,P08902,PF00139
3228,O43237,PF05783
3229,B6KQU6,PF03805
3230,P0C1S8,PF00069
3231,P14832,PF00160
3232,P02679,PF08702
3233,Q09013,PF08826
3234,Q99640,PF00069
3235,P20366,PF02202
3236,O75311,PF02931
3237,P9WG45,PF00204
3238,Q15382,PF00071
3239,P03462,PF00509
3240,Q8GCC1,PF00091
3241,J8G6Z1,PF13289
3242,P05648,PF00308
3243,C4P282,PF00509
3244,P01210,PF01160
3245,Q2FXM0,PF12706
3246,P81637,PF00139
3247,P40732,PF00202
3248,Q14653,PF00605
3249,Q5M4V4,PF03062
3250,P21554,PF00001
3251,Q76LX8,PF17771
3252,A0A509J8D5,PF01053
3253,Q02899,PF00724
3254,C1ITJ8,PF07654
3255,P31946,PF00244
3256,P38800,PF02893
3257,B2ZHY7,PF07654
3258,P01262,PF00214
3259,Q6PXS3,PF00798
3260,A0A3B6UEU1,PF12680
3261,D3T4E0,PF03808
3262,P38038,PF00667
3263,P94182,PF01590
3264,Q9GZX6,PF14565
3265,Q2G506,PF00664
3266,P76491,PF12917
3267,P26446,PF00533
3268,Q6T1W8,PF05523
3269,P10820,PF00168
3270,O95696,PF00439
3271,P04843,PF04597
3272,Q92772,PF00069
3273,P20340,PF00071
3274,Q89IH6,PF01382
3275,A0A8B6RM54,PF16451
3276,Q86WX3,PF15684
3277,O00139,PF22923
3278,A0A6M3G9R1,PF16451
3279,P18085,PF00025
3280,Q8LPB4,PF00560
3281,Q9ZVR7,PF00560
3282,Q8DQH4,PF00005
3283,Q94AG2,PF00560
3284,O60671,PF02144
3285,Q9UBP0,PF00004
3286,Q61955,PF00089
3287,P03211,PF02905
3288,O38896,PF00077
3289,P39081,PF04818
3290,P45984,PF00069
3291,Q9TV66,PF00027
3292,O69689,PF12897
3293,P20839,PF00571
3294,Q91AV1,PF01600
3295,Q8TF42,PF00300
3296,Q96JA1,PF07679
3297,P00375,PF00186
3298,E9NSU2,PF00067
3299,C6Y633,PF00603
3300,P9WI69,PF00069
3301,Q980A5,PF09173
3302,Q13370,PF00233
3303,O02696,PF10486
3304,Q9I685,PF05221
3305,A7YT55,PF00850
3306,P02829,PF13589
3307,P0DM80,PF02518
3308,A2P1G9,PF07654
3309,O61594,PF00232
3310,P63386,PF00005
3311,O95631,PF00053
3312,P0AEG4,PF01323
3313,P35226,PF16207
3314,Q2U8V9,PF14310
3315,P45563,PF01048
3316,A0A0B4J240,PF07686
3317,B0YIU5,PF00407
3318,Q9BXF3,PF00439
3319,Q922S8,PF22923
3320,Q12053,PF00698
3321,Q9X220,PF02568
3322,Q6INX3,PF11721
3323,P0A6Y8,PF00012
3324,A0A8J0PCL3,PF05621
3325,Q7Z2W7,PF00520
3326,P84346,PF00112
3327,P00750,PF00008
3328,P0ABD8,PF00364
3329,B1MD73,PF17837
3330,B9V0E2,PF07652
3331,G1TEF4,PF16959
3332,Q9SRK7,PF00860
3333,Q9LJX0,PF00664
3334,A0A5C2GQT9,PF07686
3335,A5Z226,PF00509
3336,Q91CD4,PF00509
3337,O60882,PF00045
3338,Q9WXN8,PF00496
3339,Q45894,PF01742
3340,P57772,PF21131
3341,O14777,PF18077
3342,P03069,PF07716
3343,P11444,PF13378
3344,P28161,PF00043
3345,P17948,PF07679
3346,A0A452F7K4,PF00273
3347,A5K4U6,PF00348
3348,P49674,PF00069
3349,P06729,PF05790
3350,Q01705,PF00023
3351,Q14973,PF01758
3352,Q5RTL1,PF00077
3353,Q9NZ08,PF11838
3354,A0A0P0UY23,PF02207
3355,Q98GN8,PF00027
3356,Q01468,PF01361
3357,Q27793,PF00186
3358,P32947,PF00135
3359,O26232,PF00215
3360,U3N7D8,PF00023
3361,A0A8J0TPH2,PF01094
3362,Q9HXM1,PF00850
3363,A5K1A2,PF01233
3364,P06768,PF00061
3365,Q9I8X1,PF00089
3366,P12861,PF02518
3367,P70994,PF01361
3368,E0YJ44,PF16451
3369,O75533,PF22646
3370,G9B5E4,PF00043
3371,Q4JA33,PF01266
3372,P42790,PF00082
3373,P06129,PF07715
3374,P18654,PF00069
3375,P10109,PF00111
3376,Q8NFU5,PF03770
3377,A2AQ92,PF03098
3378,Q9VNW6,PF00696
3379,Q5C8M4,PF00583
3380,B9A5C1,PF00770
3381,Q9NZJ5,PF00069
3382,P43119,PF00001
3383,Q96DE0,PF22327
3384,D0E0C2,PF16905
3385,O95822,PF05292
3386,Q12834,PF24807
3387,Q8VS75,PF00067
3388,P10997,PF00214
3389,P28026,PF00110
3390,Q15661,PF00089
3391,Q13641,PF13855
3392,A0A6G6A2Q2,PF16451
3393,Q41460,PF00373
3394,P03409,PF02959
3395,Q9X0X3,PF00586
3396,Q5SJE9,PF00006
3397,Q9FEW9,PF00724
3398,P59226,PF00125
3399,B6TQ08,PF00022
3400,A0A2D0Z8H0,PF00509
3401,Q9XI47,PF16719
3402,P04000,PF00001
3403,P30511,PF07654
3404,Q53GL7,PF00644
3405,D0PUJ4,PF00516
3406,J7MFR5,PF00509
3407,A8W891,PF00509
3408,L0HR89,PF00509
3409,B2RKN6,PF01048
3410,Q06681,PF02893
3411,O75716,PF00069
3412,E0WXJ2,PF20907
3413,E1BQ12,PF16214
3414,P00947,PF12680
3415,G2QG31,PF00394
3416,C6K2K4,PF00431
3417,P32245,PF00001
3418,D0EM60,PF01368
3419,Q38B96,PF04627
3420,I6NW33,PF00064
3421,I6NNE1,PF00509
3422,P56470,PF00337
3423,B5XU60,PF03989
3424,P13686,PF00149
3425,G0LFX8,PF01036
3426,P52584,PF00341
3427,P23978,PF00209
3428,Q5MQD0,PF16451
3429,Q96KN9,PF00029
3430,P9WI73,PF00069
3431,P36594,PF04997
3432,Q09427,PF00664
3433,K9XH36,PF09150
3434,O87988,PF01370
3435,P15531,PF00334
3436,Q00496,PF01742
3437,Q6DH06,PF00462
3438,Q60610,PF00595
3439,P26313,PF00798
3440,O43557,PF00229
3441,K7N5M3,PF09291
3442,P43316,PF02015
3443,Q9IMJ0,PF00798
3444,P25021,PF00001
3445,P39377,PF01979
3446,B5SNS1,PF03228
3447,Q8NBQ5,PF00106
3448,Q1KHK2,PF00509
3449,P81364,PF00139
3450,Q59621,PF07963
3451,A0A0C2W699,PF05175
3452,M1VAN7,PF00664
3453,O32449,PF00561
3454,Q68T42,PF08727
3455,Q8YZ75,PF00005
3456,Q86W50,PF05971
3457,Q8THG7,PF02241
3458,P04049,PF00130
3459,Q8L388,PF02775
3460,A6QLF9,PF07289
3461,P03302,PF08727
3462,P08686,PF00067
3463,O88917,PF00002
3464,A6NGN9,PF13927
3465,A0A160P685,PF00067
3466,O84712,PF00574
3467,O60242,PF00002
3468,Q96RG2,PF13426
3469,P01724,PF07686
3470,Q9P121,PF07679
3471,P02748,PF00057
3472,P0A310,PF01721
3473,Q96NI6,PF07679
3474,P23468,PF00041
3475,A0A0L8FVQ9,PF02931
3476,O00308,PF00632
3477,Q9NA73,PF05197
3478,P45478,PF02089
3479,P59807,PF02278
3480,Q13620,PF00888
3481,P62258,PF00244
3482,Q9H0M0,PF00168
3483,P62825,PF00071
3484,P40485,PF20400
3485,P20020,PF12424
3486,Q6Q794,PF00509
3487,O60218,PF00248
3488,P9WPN8,PF00067
3489,P17174,PF00155
3490,Q9WZP2,PF04454
3491,Q6DNF2,PF00583
3492,P84861,PF00502
3493,B0BLW3,PF00001
3494,O15305,PF03332
3495,P19843,PF05048
3496,Q1PLI0,PF01580
3497,P05181,PF00067
3498,Q16696,PF00067
3499,Q9JI12,PF07690
3500,P20781,PF02931
3501,Q14573,PF08709
3502,Q9WUD2,PF12796
3503,K9N638,PF16251
3504,V9VEF3,PF08727
3505,Q28640,PF00031
3506,Q8N5S9,PF00069
3507,P47753,PF01267
3508,B2YFS0,PF00516
3509,P0A6I6,PF01467
3510,Q63226,PF01094
3511,Q8ILW9,PF00022
3512,Q77J90,PF00303
3513,O14638,PF01663
3514,Q08BA4,PF01490
3515,P84080,PF00025
3516,P08836,PF00348
3517,Q9Y5Y0,PF07690
3518,Q825I8,PF00067
3519,Q99661,PF22923
3520,P09871,PF00431
3521,P0CJ63,PF00753
3522,A0A8M0FGR3,PF01401
3523,P00690,PF00128
3524,P9WGV3,PF05221
3525,O02662,PF00001
3526,P30419,PF01233
3527,A1KXI0,PF08246
3528,P72393,PF00550
3529,V5IRU3,PF00509
3530,Q63J95,PF00254
3531,P34956,PF00115
3532,Q99584,PF01023
3533,Q9WTR1,PF12796
3534,F7IZI6,PF01752
3535,Q59819,PF00067
3536,Q8NFP4,PF07679
3537,P9WQ81,PF00202
3538,A0A5C2GJG2,PF07686
3539,P32380,PF18520
3540,P38863,PF04130
3541,P11762,PF00337
3542,A8MI53,PF20939
3543,P29017,PF07654
3544,P16581,PF00008
3545,Q5NT25,PF00071
3546,A0A067XG64,PF03512
3547,P05896,PF00540
3548,A0A977XLG0,PF01036
3549,O54438,PF13561
3550,A0A9P1NJI6,PF03497
3551,Q47644,PF02258
3552,Q9Q2W5,PF00423
3553,B4EB35,PF00294
3554,Q8A712,PF00702
3555,P34690,PF00091
3556,P37173,PF08917
3557,A0A140K0M0,PF02786
3558,B2RSH2,PF00503
3559,P13631,PF00104
3560,P42676,PF01432
3561,Q4MV79,PF03496
3562,A0A8C2MUK8,PF13589
3563,P0AFI0,PF02775
3564,D0VWX8,PF00497
3565,P23930,PF00795
3566,Q1K9Q1,PF00064
3567,P54136,PF03485
3568,C3W5S3,PF00064
3569,A5UMY5,PF01866
3570,O60609,PF02351
3571,P90463,PF00303
3572,Q8TEQ6,PF23770
3573,H2AM12,PF03557
3574,Q5A4W8,PF17035
3575,O15151,PF13920
3576,P60752,PF00664
3577,Q7TN37,PF00520
3578,A5YVK8,PF00112
3579,Q72LA4,PF04879
3580,A0A4P8D758,PF01600
3581,Q5CCJ4,PF14497
3582,P16311,PF08246
3583,B0FAM5,PF00517
3584,Q3HWZ5,PF00112
3585,Q9Y210,PF12796
3586,A0A0H3FPU4,PF00171
3587,P51857,PF00248
3588,Q9VUX3,PF03283
3589,O95998,PF22009
3590,P45985,PF00069
3591,Q7M4F9,PF00059
3592,E2RZS2,PF00423
3593,P84193,PF22301
3594,P0A6T9,PF01597
3595,P56217,PF00337
3596,A0A1V0UEC8,PF00067
3597,O76061,PF03298
3598,Q9P2T1,PF00478
3599,Q9P1Z3,PF00027
3600,P35670,PF00122
3601,B4Y891,PF00740
3602,P18548,PF03171
3603,A0A125SA29,PF00903
3604,P15153,PF00071
3605,O75815,PF00617
3606,O88188,PF02221
3607,Q8IU85,PF00069
3608,V5VHN7,PF13561
3609,P55097,PF08246
3610,P01889,PF07654
3611,P03436,PF00509
3612,P72780,PF13180
3613,P25090,PF00001
3614,P06725,PF05784
3615,P0A7E1,PF01180
3616,A0A159UHX2,PF01542
3617,Q7MUW6,PF00930
3618,A0A2H4K974,PF00516
3619,P61459,PF01329
3620,P02359,PF00177
3621,P33183,PF00652
3622,A0R2C0,PF00005
3623,P14174,PF01187
3624,D1A2F7,PF05147
3625,Q8BK30,PF15880
3626,O75891,PF00171
3627,Q97UU7,PF00122
3628,O95342,PF00664
3629,Q7YTF7,PF00069
3630,Q4WL81,PF14021
3631,P00179,PF00067
3632,Q9L4P2,PF00905
3633,D3K0N8,PF08727
3634,P62983,PF01599
3635,Q8VL32,PF01381
3636,Q27743,PF02866
3637,Q39588,PF00194
3638,D6R8X8,PF02133
3639,Q60034,PF00186
3640,C7Q5P8,PF24675
3641,Q8NFU1,PF01062
3642,A9D857,PF01382
3643,P38111,PF02259
3644,A0A509AB64,PF00225
3645,P0A4M0,PF00204
3646,J9VI03,PF00385
3647,H6VWK7,PF00516
3648,O35987,PF08059
3649,O37061,PF02123
3650,Q1GBI8,PF02361
3651,P19909,PF17573
3652,Q9Q0L9,PF00599
3653,Q1G929,PF12822
3654,E6XTV3,PF00509
3655,Q1H8W5,PF01589
3656,P56625,PF00139
3657,A0A4W2CHS8,PF00135
3658,Q1PX48,PF22142
3659,Q6PFX9,PF00023
3660,Q0SXH8,PF07361
3661,A0A0H3YBU9,PF00064
3662,C6KSZ2,PF13561
3663,P9WFR9,PF00303
3664,O14966,PF00071
3665,P25250,PF08246
3666,Q86Y38,PF02485
3667,Q9H6T3,PF13877
3668,P11233,PF00071
3669,O14815,PF01067
3670,P33302,PF01061
3671,A0A0B4LHJ5,PF00004
3672,Q8N5K1,PF10660
3673,Q9NZ45,PF10660
3674,Q5H9Q6,PF00571
3675,P07260,PF01652
3676,G0S196,PF13246
3677,Q5WPU5,PF20907
3678,V5IRU7,PF00509
3679,O14640,PF00610
3680,P16732,PF02499
3681,C0HJX1,PF00139
3682,G0QG75,PF01036
3683,Q7SIF9,PF00502
3684,B2VJB8,PF00155
3685,Q6R5N8,PF12799
3686,P21795,PF01070
3687,C4M622,PF06367
3688,O15169,PF16646
3689,Q8TDX7,PF00069
3690,P51813,PF00779
3691,P63267,PF00022
3692,Q12791,PF03493
3693,P22736,PF00104
3694,A0A9Y2YA87,PF03171
3695,Q65MA9,PF09924
3696,Q9H0J9,PF00644
3697,Q3T906,PF06464
3698,A3DCU1,PF00664
3699,P00803,PF10502
3700,P9WNM7,PF00679
3701,P13987,PF00087
3702,Q8TL28,PF05572
3703,Q94BW3,PF00652
3704,A0A1E8EBU8,PF03613
3705,S0BAP9,PF00042
3706,B2GUB3,PF03133
3707,P81400,PF14651
3708,Q3J2V1,PF02230
3709,P61277,PF08246
3710,Q5QG95,PF00516
3711,P0CL66,PF00820
3712,A0A7T0Q2W2,PF16959
3713,Q03137,PF14575
3714,P9WN38,PF00120
3715,P42684,PF08919
3716,C6F339,PF13044
3717,P16410,PF07686
3718,O15394,PF00041
3719,Q9UVQ2,PF00394
3720,G9MQB8,PF13353
3721,A0A2I6PIY9,PF07652
3722,A0A024E3Q2,PF00064
3723,A0A0U5FM15,PF01663
3724,A0A067Y7N7,PF00064
3725,P11172,PF00215
3726,O34627,PF13426
3727,P01738,PF07686
3728,Q00960,PF01094
3729,Q58531,PF00958
3730,O60449,PF24562
3731,O88273,PF03045
3732,P54763,PF14575
3733,Q20MG8,PF00509
3734,Q04049,PF00817
3735,Q6VVP7,PF02866
3736,Q9DC37,PF07690
3737,P07720,PF20907
3738,A0A024E2M1,PF00509
3739,P05674,PF01589
3740,P37023,PF07714
3741,A0A1Y1B8B1,PF07654
3742,D0VWU3,PF00394
3743,C7S1Y2,PF00509
3744,A0A6C0TB04,PF00509
3745,A0A248XK26,PF00509
3746,A0A8M9P457,PF05383
3747,Q8YC53,PF07536
3748,P32939,PF00071
3749,A0A0H2URQ6,PF16874
3750,A0A0U1MUE2,PF01368
3751,Q4JQW2,PF00303
3752,P50583,PF00293
3753,P27361,PF00069
3754,A5VZA8,PF04966
3755,Q9UQM7,PF08332
3756,P00382,PF00186
3757,A0A5H1ZR74,PF04627
3758,P08661,PF01391
3759,O43497,PF00520
3760,O15085,PF00595
3761,Q98SW5,PF01534
3762,P27791,PF00069
3763,Q2IU02,PF00067
3764,P21177,PF00725
3765,P0AGM7,PF00860
3766,P22535,PF09018
3767,G0S589,PF00022
3768,P08519,PF00051
3769,Q66GI4,PF17177
3770,O35956,PF00083
3771,A7LI25,PF00509
3772,V5IRV2,PF00509
3773,Q82SY3,PF00550
3774,P04766,PF22042
3775,Q8NB49,PF13246
3776,P52756,PF01585
3777,Q38937,PF00071
3778,O27099,PF07826
3779,P03441,PF00509
3780,P20718,PF00089
3781,A0A3G1NFN9,PF00509
3782,Q8TAX9,PF04598
3783,O11283,PF00509
3784,Q01118,PF00520
3785,A0A8A0W465,PF00516
3786,A0A1W6AW68,PF00509
3787,B8K0N5,PF00509
3788,I6SI59,PF00509
3789,A0A6L8P3N5,PF01928
3790,A0A0Y0S9M3,PF00509
3791,P93026,PF02225
3792,Q9UBZ9,PF00533
3793,P06721,PF01053
3794,P33261,PF00067
3795,P10686,PF00168
3796,A5CKD0,PF00016
3797,P01213,PF01160
3798,A0A384E158,PF13410
3799,P43236,PF08246
3800,P01189,PF00976
3801,O00194,PF00071
3802,Q96H15,PF07686
3803,P21850,PF03032
3804,Q15075,PF01363
3805,Q99T13,PF00664
3806,Q12019,PF07728
3807,Q86RB0,PF00027
3808,B1YFV8,PF01036
3809,A0A0U5BC76,PF07654
3810,A0A1U7R319,PF00664
3811,P23526,PF05221
3812,Q16566,PF00069
3813,Q2V6H4,PF01607
3814,A0A8V8TRG9,PF02259
3815,O00444,PF00069
3816,P21566,PF00241
3817,Q92633,PF00001
3818,Q2L6S8,PF00067
3819,A0A182DW20,PF03627
3820,Q8KNG2,PF13279
3821,F6RG56,PF21381
3822,Q7Z8V1,PF03318
3823,Q54873,PF22637
3824,P32178,PF01817
3825,P14210,PF00051
3826,Q8QN58,PF06436
3827,D0MK34,PF08007
3828,P09211,PF14497
3829,P53365,PF06456
3830,P07384,PF01067
3831,P28593,PF07992
3832,O77404,PF13905
3833,Q9Y376,PF08569
3834,Q6UCJ9,PF13561
3835,Q921J2,PF00071
3836,Q9S446,PF04203
3837,O56139,PF00740
3838,P56536,PF00225
3839,O14920,PF18397
3840,O85725,PF00171
3841,Q3ABV3,PF06968
3842,O55236,PF00782
3843,P60709,PF00022
3844,A0A1D5PXA5,PF00023
3845,Q9JZ38,PF00574
3846,Q09535,PF00004
3847,Q10589,PF16716
3848,F2YBL9,PF20733
3849,P35530,PF03519
3850,A3EXD0,PF16451
3851,Q8DQQ1,PF02557
3852,Q15648,PF10744
3853,A0A0H3PJK4,PF00350
3854,P00590,PF01083
3855,G4VFD7,PF01180
3856,P60616,PF21947
3857,E0W1I1,PF00069
3858,P09769,PF07714
3859,Q1R415,PF02782
3860,P21731,PF00001
3861,Q8NET8,PF00023
3862,Q4LAV3,PF00905
3863,Q4F883,PF18117
3864,D2WXL6,PF16688
3865,P9WFR5,PF01040
3866,Q5IXP2,PF05941
3867,A0A1M4Y7D5,PF00067
3868,P56703,PF00110
3869,Q9RC92,PF07470
3870,A4PHM7,PF00378
3871,C1DMA4,PF04205
3872,P56734,PF01382
3873,P49810,PF01080
3874,P50172,PF00106
3875,A0A9E8RZN7,PF13410
3876,P13727,PF00059
3877,Q96IY4,PF00246
3878,Q7LWY0,PF08068
3879,P32277,PF09414
3880,G9LQ08,PF00064
3881,Q97VW7,PF01035
3882,P33334,PF08082
3883,A0A5B9C3Z7,PF00064
3884,P57765,PF02747
3885,Q3TDN0,PF03176
3886,P53742,PF01926
3887,P31327,PF02786
3888,P26048,PF02931
3889,P62812,PF02931
3890,Q98TT9,PF02351
3891,F3ZXK6,PF10040
3892,P0AFK0,PF01523
3893,P35498,PF00520
3894,L8GT25,PF02685
3895,Q9HK51,PF13561
3896,P80192,PF00069
3897,A0A5S8WF66,PF00520
3898,Q01299,PF20907
3899,Q02630,PF04096
3900,P14907,PF05064
3901,A0A1D8PUA2,PF00069
3902,O57286,PF00973
3903,Q8DLC7,PF02743
3904,P89116,PF00656
3905,P15538,PF00067
3906,P01837,PF07654
3907,Q5G940,PF07977
3908,Q8DLK8,PF00202
3909,Q01853,PF00004
3910,P15659,PF00603
3911,A1ZAC4,PF00567
3912,O45730,PF06472
3913,M4GGR4,PF00267
3914,A0A1S9DW10,PF05199
3915,P58401,PF02210
3916,P07038,PF00690
3917,P19174,PF00168
3918,C6F3U5,PF05870
3919,P01267,PF00135
3920,Q01525,PF00244
3921,G1UBD1,PF04744
3922,F5HCH8,PF01801
3923,Q9C5U0,PF03924
3924,G1U9S2,PF00273
3925,P00630,PF05826
3926,O86049,PF16376
3927,Q80WD1,PF13855
3928,O15392,PF00653
3929,Q8DSS3,PF06962
3930,F1NUJ7,PF14651
3931,Q9I9P7,PF00061
3932,P13671,PF21288
3933,Q07890,PF00617
3934,P86993,PF00139
3935,G5EDI8,PF00270
3936,Q8GUH7,PF14703
3937,P55899,PF07654
3938,O94788,PF00171
3939,B4EKB4,PF01032
3940,A0A2X0R690,PF00528
3941,A0A426EXV0,PF00270
3942,Q8DW05,PF00664
3943,O60486,PF08337
3944,P12558,PF00423
3945,Q9Y2R2,PF00102
3946,A0A0E9MUN5,PF01055
3947,Q8IVH8,PF00780
3948,P40616,PF00025
3949,P9WFZ7,PF00528
3950,A0A8F1CWX6,PF16451
3951,P0A8I8,PF02590
3952,Q9UQQ1,PF02225
3953,P0C7B7,PF02931
3954,A7MAQ2,PF00194
3955,Q96LB9,PF01510
3956,E1V7W1,PF01321
3957,B9HM36,PF13410
3958,Q20MH9,PF00509
3959,P78362,PF00069
3960,P86184,PF00139
3961,A4GRC7,PF00186
3962,A0A023GUP0,PF00550
3963,D8KS88,PF00509
3964,Q13467,PF01534
3965,O26771,PF03059
3966,P50637,PF03073
3967,Q12918,PF00059
3968,Q59H18,PF12796
3969,A0A8I3AZW2,PF21068
3970,P30926,PF02931
3971,P0C0J0,PF13734
3972,O88634,PF00001
3973,P00581,PF00476
3974,Q8ZPL9,PF00962
3975,P22394,PF00135
3976,P9WI75,PF00069
3977,P63820,PF01467
3978,B6CAM1,PF13246
3979,O95661,PF00071
3980,Q88JK6,PF00672
3981,A0AAT8XUE7,PF13855
3982,P35992,PF00041
3983,Q5LC36,PF03551
3984,Q38F42,PF01590
3985,P02750,PF00560
3986,Q13882,PF07714
3987,P32337,PF13513
3988,Q9WYW0,PF02146
3989,Q2EEY0,PF00560
3990,O08908,PF16454
3991,Q5I2M5,PF00560
3992,P55892,PF13677
3993,A0A8B9XNB5,PF03098
3994,A0A235IFM2,PF13401
3995,P03442,PF00509
3996,Q8A8Z7,PF24067
3997,A0A1J1JHR9,PF09150
3998,A5KAC3,PF00026
3999,Q9VNJ5,PF12349
4000,P16544,PF00106
4001,P35442,PF12947
4002,P54826,PF02351
4003,F2E0G2,PF00343
4004,P04824,PF16499
4005,Q8YMD9,PF21571
4006,P0A886,PF00303
4007,P30531,PF00209
4008,P15735,PF00069
4009,Q8ZKA9,PF00497
4010,Q5SLV5,PF00334
4011,U2EQ00,PF00893
4012,A0A087WT03,PF07686
4013,Q9S7Z8,PF03547
4014,O00625,PF02678
4015,Q1HLC5,PF16451
4016,Q9Y689,PF00025
4017,P25081,PF21621
4018,A9FDB7,PF00067
4019,Q0QEE0,PF05408
4020,Q4WB03,PF00043
4021,O00167,PF00702
4022,K0IUV6,PF01270
4023,P47756,PF01115
4024,A0A0E3D3H8,PF04203
4025,P28289,PF03250
4026,P51452,PF00782
4027,A0A6P1C618,PF09924
4028,Q1WDM0,PF00509
4029,P13897,PF01589
4030,P12492,PF00516
4031,P9WNP1,PF00378
4032,P01275,PF00123
4033,Q9RFC8,PF03073
4034,Q9P0L9,PF18109
4035,P68440,PF03340
4036,P01965,PF00042
4037,P0C6V2,PF16688
4038,Q7Q2T8,PF11838
4039,P01631,PF07686
4040,A0A075EV12,PF00509
4041,O00182,PF00337
4042,A0A4X1VCH4,PF00836
4043,Q9BJJ9,PF13561
4044,Q9EQU3,PF18837
4045,Q82H41,PF21935
4046,A0A7M4DUE4,PF01036
4047,A0A1B3EAY9,PF00067
4048,A0A7J7V5I6,PF16959
4049,P0A311,PF01721
4050,A0A023J5W7,PF14310
4051,P69332,PF00001
4052,O00217,PF12838
4053,Q6LUT2,PF00759
4054,A0A7G3WWS0,PF22530
4055,A0A7G3WWQ5,PF12236
4056,Q9VCU9,PF03368
4057,Q183G9,PF00155
4058,Q03471,PF19086
4059,P37954,PF00271
4060,P17931,PF00337
4061,O67450,PF00772
4062,Q9NQV7,PF01352
4063,Q746X3,PF00171
4064,P14625,PF13589
4065,P67870,PF01214
4066,Q46041,PF00144
4067,P07151,PF07654
4068,Q8WU08,PF00069
4069,R4L1D1,PF00509
4070,Q72LQ6,PF13561
4071,Q8ZVK6,PF09171
4072,C5ATT6,PF01257
4073,M4YV75,PF00509
4074,G0KQM4,PF00509
4075,Q05506,PF03485
4076,I6Y498,PF02374
4077,P35916,PF07679
4078,P49065,PF00273
4079,O75473,PF00001
4080,Q6GYW3,PF00509
4081,O24146,PF00501
4082,Q8IK82,PF00439
4083,Q8CBB9,PF13353
4084,Q61354,PF13927
4085,Q6J1Z5,PF02900
4086,A3DD67,PF00404
4087,O60658,PF00989
4088,A0A140N873,PF00294
